reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,-488.5350117,-439.933011349,-75.5,-64
nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,-491.955071031,-443.35307068,-75.8,-64.2
sbzcoa_c --> coa_c + dhna_c,-104.359101633,-121.473939167,-15.3,-19.4
dump_c + h2o_c --> duri_c + pi_c,-15.0447176201,-32.1595551549,-2.8,-6.9
h2o_c + xmp_c --> pi_c + xtsn_c,-12.7369751587,-29.8518126934,-2.8,-6.9
h2o_p + xmp_p --> pi_p + xtsn_p,-12.7369751587,-29.8518126934,-2.8,-6.9
h2o_c + imp_c --> ins_c + pi_c,-6.19248731286,-23.3073248476,-2.8,-6.9
h2o_p + imp_p --> ins_p + pi_p,-6.19248731286,-23.3073248476,-2.8,-6.9
dimp_c + h2o_c --> din_c + pi_c,-15.9257566584,-33.0405941931,-16.4,-20.5
dimp_p + h2o_p --> din_p + pi_p,-15.9257566584,-33.0405941931,-16.4,-20.5
dump_p + h2o_p --> duri_p + pi_p,-15.0447176201,-32.1595551549,-2.8,-6.9
h2o_c + ump_c --> pi_c + uri_c,-11.5272216503,-28.642059185,-2.8,-6.9
h2o_p + ump_p --> pi_p + uri_p,-11.5272216503,-28.642059185,-2.8,-6.9
dcmp_c + h2o_c --> dcyt_c + pi_c,-16.4126426651,-33.5274801998,-2.8,-6.9
dcmp_p + h2o_p --> dcyt_p + pi_p,-16.4126426651,-33.5274801998,-2.8,-6.9
cmp_c + h2o_c --> cytd_c + pi_c,-15.8921285818,-33.0069661166,-2.8,-6.9
cmp_p + h2o_p --> cytd_p + pi_p,-15.8921285818,-33.0069661166,-2.8,-6.9
dtmp_c + h2o_c --> pi_c + thymd_c,-13.2348562118,-30.3496937465,-2.8,-6.9
dtmp_p + h2o_p --> pi_p + thymd_p,-13.2348562118,-30.3496937465,-2.8,-6.9
damp_c + h2o_c --> dad_2_c + pi_c,-17.3983423707,-34.5131799054,-2.8,-6.9
damp_p + h2o_p --> dad_2_p + pi_p,-17.3983423707,-34.5131799054,-2.8,-6.9
amp_c + h2o_c --> adn_c + pi_c,-14.8043278986,-31.9191654333,-2.8,-6.9
amp_p + h2o_p --> adn_p + pi_p,-14.8043278986,-31.9191654333,-2.8,-6.9
dgmp_c + h2o_c --> dgsn_c + pi_c,-14.8427607304,-31.9575982652,-2.8,-6.9
dgmp_p + h2o_p --> dgsn_p + pi_p,-14.8427607304,-31.9575982652,-2.8,-6.9
gmp_c + h2o_c --> gsn_c + pi_c,-6.29367340926,-23.408510944,-2.8,-6.9
gmp_p + h2o_p --> gsn_p + pi_p,-6.29367340926,-23.408510944,-2.8,-6.9
atp_c + h2o_c --> adp_c + h_c + pi_c,-28.0979169853,-45.21275452,-6.6,-10.7
h2o_c + itp_c --> h_c + idp_c + pi_c,-31.817954125,-48.9327916597,-6.6,-10.7
ditp_c + h2o_c --> didp_c + h_c + pi_c,-30.7345346858,-47.8493722205,-6.6,-10.7
h2o_c + xtp_c --> h_c + pi_c + xdp_c,-30.7345354128,-47.8493729475,-6.6,-10.7
gtp_c + h2o_c --> gdp_c + h_c + pi_c,-25.5905604717,-42.7053980064,-6.9,-11
gtp_p + h2o_p --> gdp_p + h_p + pi_p,-25.5905604717,-42.7053980064,-6.9,-11
ctp_c + h2o_c --> cdp_c + h_c + pi_c,-27.6338193259,-44.7486568606,-6.9,-11
dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,-38.7161129603,-55.830950495,-8.2,-12.3
ditp_c + h2o_c --> dimp_c + h_c + ppi_c,-38.6493947185,-55.7642322532,5.6,1.5
h2o_c + xtp_c --> h_c + ppi_c + xmp_c,-38.6407344188,-55.7555719535,-8,-12.1
gtp_c + h2o_c --> gmp_c + h_c + ppi_c,-30.0232452952,-47.1380828299,-8.2,-12.3
dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,-37.1284809803,-54.2433185151,-8,-12.1
ctp_c + h2o_c --> cmp_c + h_c + ppi_c,-32.2819042659,-49.3967418006,-8.2,-12.3
datp_c + h2o_c --> damp_c + h_c + ppi_c,-38.6531142676,-55.7679518023,-8,-12.1
atp_c + h2o_c --> amp_c + h_c + ppi_c,-33.4112241839,-50.5260617187,-8,-12.1
dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,-37.0851153148,-54.1999528495,-8,-12.1
h2o_c + utp_c --> h_c + ppi_c + ump_c,-29.8931122999,-47.0079498346,-8,-12.1
h2o_c + itp_c --> h_c + imp_c + ppi_c,-7.1713402928,-24.2861778275,-8,-12.1
h_c + oaa_c --> co2_c + pyr_c,-19.7762562215,-36.8910937562,-5.1,-9.2
2obut_c + coa_c --> for_c + ppcoa_c,-2.36810445101,-2.36810445101,-5.1,-5.1
cbp_c + orn_c <=> citr__L_c + h_c + pi_c,-31.2115173709,-31.2115173709,-9.3,-9.3
frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,-353.922333881,-353.922333881,-66.6,-66.6
glu__L_c + ohpb_c <=> akg_c + phthr_c,8.45900695867,8.45900695867,0,0
3c4mop_c + h_c --> 4mop_c + co2_c,-21.8621353268,-38.9769728615,-3.3,-7.4
h_c + orot5p_c --> co2_c + ump_c,-34.8422208646,-51.9570583993,-1.9,-6
h2o_c + op4en_c --> 4h2opntn_c,-0.714637431342,-0.714637431342,-8,-8
3ophb_c + h_c --> 2oph_c + co2_c,-12.235393303,-29.3502308377,-0.3,-4.4
2oph_c + 0.5 o2_c --> 2ohph_c,-211.355836426,-199.205336338,-41.4,-38.5
2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,-35.1431152569,-69.3727903263,0,-8.2
h_c + orn_c --> co2_c + ptrc_c,-42.8250899402,-59.9399274749,-3.3,-7.4
atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,-28.0979169853,-45.21275452,-6.6,-14.2
orot5p_c + ppi_c <=> orot_c + prpp_c,-14.9838330781,-14.9838330781,3.2,3.2
oxur_c + pi_c --> cbp_c + oxam_c,9.19448190602,9.19448190602,-5.9,-5.9
1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,-52.6038909442,-52.6038909442,5.4,5.4
1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,-58.035795375,-58.035795375,1.3,1.3
atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,-70.8018572404,-70.8018572404,-2.4,-2.4
ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,-40.3515773978,-40.3515773978,-7.6,-7.6
udcpp_c + ugmda_c --> uagmda_c + ump_c,4.39048686102,4.39048686102,0,0
paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,-32.1786462741,-49.2934838088,Not calculated,Not calculated
camp_c + h2o_c --> amp_c + h_c,-39.2997218357,-39.2997218357,-8.4,-8.4
coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,-34.0630806868,-34.0630806868,-8.3,-8.3
nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,25.6649353357,25.6649353357,3.9,3.9
o2_c + pdx5p_c --> h2o2_c + pydx5p_c,-110.209681046,-103.023518405,-27.9,-26.3
dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,-227.43286232,-244.547699855,-32.1,-36.2
h2o_c + pdx5p_c --> pi_c + pydxn_c,-17.4363078024,-34.5511453371,-2.8,-6.9
4per_c + nad_c <=> h_c + nadh_c + ohpb_c,23.2682678233,23.2682678233,6.4,6.4
atp_c + f6p_c --> adp_c + fdp_c + h_c,-11.2937932379,-11.2937932379,-3.8,-3.8
atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,-13.2115128573,-13.2115128573,-3.8,-3.8
coa_c + pyr_c --> accoa_c + for_c,-21.1885224315,-21.1885224315,-5.1,-5.1
gam1p_c <=> gam6p_c,-6.69034829528,-6.69034829528,0,0
3pg_c + nad_c --> 3php_c + h_c + nadh_c,37.2364553462,37.2364553462,6.4,6.4
g6p_c <=> f6p_c,2.53143556904,2.53143556904,-0.8,-0.8
3pg_c + atp_c <=> 13dpg_c + adp_c,18.499991275,18.499991275,2.8,2.8
6pgl_c + h2o_c --> 6pgc_c + h_c,-17.5925594783,-17.5925594783,-5.1,-5.1
2pglyc_c + h2o_c --> glyclt_c + pi_c,-32.7425769422,-49.8574144769,-2.8,-6.9
2pg_c <=> 3pg_c,-4.53300790201,-4.53300790201,0,0
g1p_c <=> g6p_c,-7.43654124619,-7.43654124619,0,0
atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,-28.0979169853,-45.21275452,0.1,-10.9
akg_c + phe__L_c <=> glu__L_c + phpyr_c,-1.70149866194,-1.70149866194,0,0
6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p,-134.469273301,-237.15829851,-16.7,-41.2
atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,-28.0979169853,-45.21275452,-6.6,-3.7
man1p_c <=> man6p_c,-4.34034203934,-4.34034203934,0,0
5aprbu_c + h2o_c --> 4r5au_c + pi_c,-14.5314580868,-31.6462956216,-2.8,-6.9
4ampm_c + atp_c --> 2mahmp_c + adp_c,-6.45871857537,-6.45871857537,-0.1,-0.1
atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,-7.2918627132,-7.2918627132,-3.8,-3.8
h2o_c + ppi_c --> h_c + 2.0 pi_c,-17.6052789892,-34.7201165239,-5.1,-9.2
adp_c + ppap_c <=> atp_c + ppa_c,-29.8622695252,-29.8622695252,-2.8,-2.8
2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,-108.662164112,-91.5473265776,-15.3,-11.2
co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,-37.4233874113,-37.4233874113,-6.8,-6.8
4ppcys_c + h_c --> co2_c + pan4p_c,-21.430853107,-38.5456906417,-3.3,-7.4
atp_c + oaa_c --> adp_c + co2_c + pep_c,9.325470426,-7.78936710872,0.2,-3.9
ppcoa_c + succ_c --> ppa_c + succoa_c,-12.084013163,-12.084013163,0,0
h2o_c + ppgpp_c --> gdp_c + ppi_c,-44.4932529586,-61.6080904933,-4.4,-8.5
atp_c + pi_c <=> adp_c + ppi_c,-10.4926379961,-10.4926379961,-1.5,-1.5
r1p_c <=> r5p_c,-13.3864233482,-13.3864233482,0,0
2dr1p_c <=> 2dr5p_c,-28.7846857355,-28.7846857355,0,0
4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,-43.8537078467,-43.8537078467,-7.9,-7.9
h_c + pphn_c --> co2_c + h2o_c + phpyr_c,-74.9914308066,-92.1062683413,-27.4,-31.5
h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c,-398.619624923,-374.318624748,-73.8,-68.1
atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,6.18314045966,-10.9316970751,-1.2,-5.3
atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,-25.1660437374,-25.1660437374,-6.2,-6.2
pran_c --> 2cpr5p_c,-6.0489660672,-6.0489660672,0.5,0.5
prfp_c <=> prlp_c,-5.59789344097,-5.59789344097,0.5,0.5
fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,31.5203526207,31.5203526207,-5.6,-5.6
atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,-28.0979169853,-45.21275452,-6.6,-10.7
atp_c + r5p_c <=> amp_c + h_c + prpp_c,7.53507105428,7.53507105428,-3.8,-3.8
pep_c + skm5p_c <=> 3psme_c + pi_c,-12.3277952783,-12.3277952783,0.5,0.5
3php_c + glu__L_c --> akg_c + pser__L_c,-12.8395805848,-12.8395805848,0,0
h2o_c + pser__L_c --> pi_c + ser__L_c,-10.8936711263,-28.008508661,-2.8,-6.9
h2o_p + pser__L_p --> pi_p + ser__L_p,-10.8936711263,-28.008508661,-2.8,-6.9
pi_c + ppcoa_c --> coa_c + ppap_c,18.7667844241,18.7667844241,3.8,3.8
accoa_c + pi_c <=> actp_c + coa_c,10.386770781,10.386770781,3.8,3.8
h2o_p + thrp_p --> pi_p + thr__L_p,-31.811095701,-48.9259332357,-2.8,-6.9
atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,-22.2781289894,-22.2781289894,0.4,0.4
akg_c + ptrc_c --> 4abutn_c + glu__L_c,-1.42850423577,-1.42850423577,-1.1,-1.1
atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,-28.0979169853,-45.21275452,-6.6,-17.6
adn_c + pi_c <=> ade_c + r1p_c,8.84801653235,8.84801653235,1.9,1.9
dad_2_c + pi_c <=> 2dr1p_c + ade_c,11.7947278358,11.7947278358,1.9,1.9
gsn_c + pi_c <=> gua_c + r1p_c,11.9279339682,11.9279339682,1.8,1.8
dgsn_c + pi_c <=> 2dr1p_c + gua_c,16.276054877,16.276054877,1.8,1.8
ins_c + pi_c <=> hxan_c + r1p_c,9.8096857264,9.8096857264,1.8,1.8
din_c + pi_c <=> 2dr1p_c + hxan_c,10.347847776,10.347847776,1.8,1.8
pi_c + xtsn_c <=> r1p_c + xan_c,11.5632096367,11.5632096367,1.8,1.8
atp_c + pydam_c --> adp_c + h_c + pyam5p_c,-15.930991009,-15.930991009,-3.8,-3.8
atp_c + pydx_c --> adp_c + h_c + pydx5p_c,-14.9712555066,-14.9712555066,-3.8,-3.8
atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,-10.6616091829,-10.6616091829,-3.8,-3.8
h2o_c + pydx5p_c --> pi_c + pydx_c,-13.1266614787,-30.2414990134,-2.8,-6.9
adp_c + h_c + pep_c --> atp_c + pyr_c,-29.1017266475,-29.1017266475,-5.3,-5.3
pi_c + uri_c <=> r1p_c + ura_c,0.792190319266,0.792190319266,1.9,1.9
dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,-222.975104515,-222.975104515,-11.7,-11.7
atp_c + r15bp_c --> adp_c + prpp_c,8.14472249873,8.14472249873,-0.1,-0.1
atp_c + r1p_c --> adp_c + h_c + r15bp_c,-19.1754055902,-19.1754055902,-3.8,-3.8
h2o_c + r5p_c --> pi_c + rib__D_c,-0.329049889676,-17.4438874244,-2.8,-6.9
h2o_p + r5p_p --> pi_p + rib__D_p,-0.329049889676,-17.4438874244,-2.8,-6.9
atp_c + ribflv_c --> adp_c + fmn_c + h_c,-0.879901057646,-0.879901057646,-3.8,-3.8
4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,-80.8178593143,-80.8178593143,-13.4,-13.4
2.0 dmlz_c --> 4r5au_c + ribflv_c,-163.94794513,-163.94794513,-38.1,-38.1
atp_c + rib__D_c --> adp_c + h_c + r5p_c,-27.7688670956,-27.7688670956,-3.8,-3.8
atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,-23.9810332859,-23.9810332859,-4.1,-4.1
ru5p__L_c <=> xu5p__D_c,-0.494945609883,-0.494945609883,0,0
rhcys_c --> dhptd_c + hcys__L_c,-12.1353269477,-29.2501644825,-3.8,-7.9
atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c,-28.0979169853,-45.21275452,-6.6,-10.7
rmn_c <=> rml_c,0.177200887042,0.177200887042,1,1
atp_c + rml_c --> adp_c + h_c + rml1p_c,-3.30971065248,-3.30971065248,-3.8,-3.8
rml1p_c <=> dhap_c + lald__L_c,6.40634754266,-10.7084899921,2.4,-1.7
adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,-44.2720987872,-44.2720987872,Not calculated,Not calculated
gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,-38.3690042114,-38.3690042114,Not calculated,Not calculated
cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,-40.3244049211,-40.3244049211,Not calculated,Not calculated
trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,-39.6555226529,-39.6555226529,Not calculated,Not calculated
ru5p__D_c <=> xu5p__D_c,-3.37365632599,-3.37365632599,0,0
r5p_c <=> ru5p__D_c,3.47883690678,3.47883690678,0.5,0.5
5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,-14.8392177196,-31.9540552543,-2.8,-6.9
s7p_c --> gmhep7p_c,1.38151901118,1.38151901118,-1,-1
atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c,19.4310751307,2.316237596,4.7,0.6
h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,-76.9515474013,-86.8802222954,-19.3,-21.7
nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,18.3182698592,18.3182698592,2.2,2.2
pep_c + sbt__D_p --> pyr_c + sbt6p_c,-48.5528663875,-48.5528663875,-9.1,-9.1
h2o_c + sl26da_c --> 26dap_LL_c + succ_c,7.98171482098,-9.13312271374,-0.3,-4.4
akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,1.99081992661,1.99081992661,0,0
accoa_c + ser__L_c <=> acser_c + coa_c,-6.74352296217,-6.74352296217,-3.7,-3.7
h2o_c + sucglu_c --> glu__L_c + succ_c,-4.95428268597,-22.0691202207,-0.3,-4.4
h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c,-33.3278061717,-33.3278061717,-9.4,-9.4
3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,-85.005718663,-85.005718663,-1.4,-1.4
atp_c + skm_c --> adp_c + h_c + skm5p_c,-4.09026763608,-4.09026763608,-3.8,-3.8
cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,-57.8189271147,-57.8189271147,-7.6,-7.6
akg_c + sucorn_c --> glu__L_c + sucgsa_c,-1.35571950053,-1.35571950053,-1.1,-1.1
accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,-21.6207409416,-21.6207409416,-5.2,-5.2
accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,-21.4739460069,-21.4739460069,-5.2,-5.2
atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,-28.0979169853,-45.21275452,-6.6,-21.1
h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,-28.0988015447,-28.0988015447,-9.4,-9.4
h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,-24.6787422137,-24.6787422137,-9.2,-9.2
atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,-9.52522317625,-9.52522317625,-2.4,-2.4
2shchc_c --> h2o_c + sucbz_c,-12.7046685411,-12.7046685411,-23.6,-23.6
atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,-0.988528061916,-0.988528061916,-1,-1
pep_c + sucr_p --> pyr_c + suc6p_c,-41.3498275725,-41.3498275725,-9.1,-9.1
atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,-28.0979169853,-45.21275452,-6.6,-3.7
5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,-144.976827537,-144.976827537,-30,-30
atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,-28.0979169853,-45.21275452,-6.6,-3.7
altrn_c + nad_c <=> h_c + nadh_c + tagur_c,16.9289063123,16.9289063123,2.2,2.2
g3p_c + s7p_c <=> e4p_c + f6p_c,-0.63517792479,-0.63517792479,-1.7,-1.7
tartr__L_c --> h2o_c + oaa_c,-35.2646545019,-35.2646545019,-8.3,-8.3
atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c,-28.0979169853,-45.21275452,-6.6,-10.7
h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,-21.4616432289,-38.5764807636,-6.5,-10.6
dtdp4d6dg_c + glu__L_c --> akg_c + dtdp4addg_c,13.2998428346,13.2998428346,3.8,3.8
dtdp4d6dg_c --> dtdp4d6dm_c,-12.3370991338,-12.3370991338,0,0
dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,-12.1874400506,-12.1874400506,-2.9,-2.9
dtdpglu_c --> dtdp4d6dg_c + h2o_c,-46.1917978462,-46.1917978462,-13.8,-13.8
atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,-5.55987132808,-5.55987132808,-3.8,-3.8
tagdp__D_c <=> dhap_c + g3p_c,12.9970439575,-4.11779357723,4.2,0.1
2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,3.42005933101,3.42005933101,0.3,-6.1
h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,17.6261015066,17.6261015066,11.8,11.8
h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,-315.31852075,-298.203683216,Not calculated,Not calculated
atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c,-28.0979169853,-45.21275452,-6.6,-14.2
athr__L_c --> acald_c + gly_c,-2.51126076304,-19.6260982978,3,-1.1
thr__L_c --> acald_c + gly_c,9.87394626093,-7.24089127379,3,-1.1
nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,34.3899454662,34.3899454662,4,4
h2o_c + phom_c --> pi_c + thr__L_c,-28.3483082199,-45.4631457546,-4.5,-8.6
atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c,-28.0979169853,-45.21275452,-6.6,-10.7
r5p_c + xu5p__D_c <=> g3p_c + s7p_c,-2.19359832605,-2.19359832605,1.9,1.9
e4p_c + xu5p__D_c <=> f6p_c + g3p_c,-9.7637229529,-9.7637229529,-1.7,-1.7
atp_c + thymd_c --> adp_c + dtmp_c + h_c,-14.8630607735,-14.8630607735,-3.8,-3.8
pi_c + thymd_c <=> 2dr1p_c + thym_c,4.52913139062,4.52913139062,1.9,1.9
dump_c + mlthf_c --> dhf_c + dtmp_c,-43.2423248555,-43.2423248555,-16,-16
atp_c + thm_c --> adp_c + h_c + thmmp_c,-9.05041429781,-9.05041429781,-3.8,-3.8
atp_c + thmmp_c --> adp_c + thmpp_c,-6.63627375641,-6.63627375641,-0.1,-0.1
2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,-4.74388834609,-4.74388834609,0.2,0.2
dhap_c <=> g3p_c,5.35691184447,5.35691184447,1.4,1.4
atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c,9.60777506408,9.60777506408,-6.6,-6.6
h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,-17.0440324783,-17.0440324783,Not calculated,Not calculated
h2o_c + tre6p_c --> g6p_c + glc__D_c,-9.70118825996,-26.8160257947,-3.3,-7.4
h2o_c + tre6p_c --> pi_c + tre_c,-7.78981313216,-24.9046506669,-2.8,-6.9
g6p_c + udpg_c --> h_c + tre6p_c + udp_c,-13.072508338,-13.072508338,-1.4,-1.4
h2o_c + tre_c --> 2.0 glc__D_c,-11.6592420127,-28.7740795474,-3.3,-7.4
h2o_p + tre_p --> 2.0 glc__D_p,-11.6592420127,-28.7740795474,-3.3,-7.4
pep_c + tre_p --> pyr_c + tre6p_c,-49.4098305006,-49.4098305006,-9.1,-9.1
3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,-30.4896090704,-30.4896090704,-9.3,-9.3
indole_c + ser__L_c --> h2o_c + trp__L_c,-49.7777040765,-32.6628665418,-11.7,-7.6
3ig3p_c --> g3p_c + indole_c,19.2880950062,2.17325747145,2.4,-1.7
2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c,-35.7101183418,-35.7101183418,-5.4,-5.4
atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c,-28.0979169853,-45.21275452,-6.6,-7.2
atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c,-28.0979169853,-45.21275452,0.1,2.9
26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,-28.7364777814,-28.7364777814,-6.2,-6.2
h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p,-22.838853968,-39.9536915027,-8.4,-12.5
h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p,-25.4249993251,-42.5398368598,-8.4,-12.5
h2o_c + 2.0 nad_c + uacmam_c --> 3.0 h_c + 2.0 nadh_c + uacmamu_c,-7.75439399869,-7.75439399869,-4.1,-4.1
uacgam_c <=> uacmam_c,0.0291025004003,0.0291025004003,0,0
pep_c + uacgam_c --> pi_c + uaccg_c,-12.2309139793,-12.2309139793,0.5,0.5
acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,-4.46811297473,-4.46811297473,0.4,0.4
uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,-11.5078747601,-11.5078747601,-1.4,-1.4
atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,-23.9734781871,-23.9734781871,-6.2,-6.2
ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,-28.0933682931,-28.0933682931,-6.2,-6.2
h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,-66.6522648644,-66.6522648644,-15.8,-15.8
udpg_c <=> udpgal_c,2.94608663262,2.94608663262,0,0
udpgal_c --> udpgalfur_c,4.77638892144,4.77638892144,0.5,0.5
h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p,-23.5300904835,-40.6449280182,-8.4,-12.5
h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,-3.60807478435,-3.60807478435,-4.1,-4.1
h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p,-26.4052584738,-43.5200960085,-8.4,-12.5
h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p,-27.5715878723,-44.686425407,-8.4,-12.5
gal1p_c + udpg_c <=> g1p_c + udpgal_c,-2.87516799034,-2.87516799034,0,0
alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,-29.972766936,-29.972766936,-6.3,-6.3
h2o_c + u3aga_c --> ac_c + u3hga_c,-8.47494547123,-25.5897830059,-1.8,-5.9
10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c,7.54113122219,7.54113122219,2.3,2.3
atp_c + ump_c <=> adp_c + udp_c,-7.28194697839,-7.28194697839,-0.1,-0.1
4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,-73.6432782908,-142.10262843,Not calculated,Not calculated
prpp_c + ura_c --> ppi_c + ump_c,-16.824840559,-16.824840559,-3.2,-3.2
nad_c + urdglyc_c --> h_c + nadh_c + oxur_c,-4.44103530052,-4.44103530052,6.4,6.4
2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,-94.2596158604,-104.188290754,-41.2,-43.7
atp_c + dump_c <=> adp_c + dudp_c,-2.67570219285,-2.67570219285,-0.1,-0.1
h2o_c + uri_c --> rib__D_c + ura_c,-12.9232829186,-30.0381204534,-0.9,-5
gtp_c + uri_c --> gdp_c + h_c + ump_c,-14.0633388214,-14.0633388214,-4.1,-4.1
akg_c + val__L_c <=> 3mob_c + glu__L_c,1.93400396294,1.93400396294,0,0
atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c,-28.0979169853,-45.21275452,-6.6,-10.7
xu5p__L_c --> ru5p__L_c,-0.8117953862,-0.8117953862,0,0
h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,-19.3285074257,-19.3285074257,-9.8,-9.8
prpp_c + xan_c --> ppi_c + xmp_c,-26.386106368,-26.386106368,-3.2,-3.2
