reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,-22.93942768,-40.0542652147,-1.7,-5.8
nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,-488.541007525,-439.939007175,-75.5,-64
nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,-489.520486268,-440.918485918,-75.8,-64.2
sbzcoa_c --> coa_c + dhna_c,-99.4187924716,-116.533630006,-15.3,-19.4
dump_c + h2o_c --> duri_c + pi_c,-13.6306321802,-30.7454697149,-2.8,-6.9
h2o_c + xmp_c --> pi_c + xtsn_c,-12.1144103884,-29.2292479231,-2.8,-6.9
h2o_p + xmp_p --> pi_p + xtsn_p,-12.1144103884,-29.2292479231,-2.8,-6.9
h2o_c + imp_c --> ins_c + pi_c,-5.57006797052,-22.6849055052,-2.8,-6.9
h2o_p + imp_p --> ins_p + pi_p,-5.57006797052,-22.6849055052,-2.8,-6.9
dimp_c + h2o_c --> din_c + pi_c,-15.3084787782,-32.4233163129,-16.4,-20.5
dimp_p + h2o_p --> din_p + pi_p,-15.3084787782,-32.4233163129,-16.4,-20.5
dump_p + h2o_p --> duri_p + pi_p,-13.6306321802,-30.7454697149,-2.8,-6.9
h2o_c + ump_c --> pi_c + uri_c,-9.99470220274,-27.1095397375,-2.8,-6.9
h2o_p + ump_p --> pi_p + uri_p,-9.99470220274,-27.1095397375,-2.8,-6.9
dcmp_c + h2o_c --> dcyt_c + pi_c,-15.9650078544,-33.0798453891,-2.8,-6.9
dcmp_p + h2o_p --> dcyt_p + pi_p,-15.9650078544,-33.0798453891,-2.8,-6.9
cmp_c + h2o_c --> cytd_c + pi_c,-15.410659156,-32.5254966908,-2.8,-6.9
cmp_p + h2o_p --> cytd_p + pi_p,-15.410659156,-32.5254966908,-2.8,-6.9
dtmp_c + h2o_c --> pi_c + thymd_c,-11.7404663186,-28.8553038534,-2.8,-6.9
dtmp_p + h2o_p --> pi_p + thymd_p,-11.7404663186,-28.8553038534,-2.8,-6.9
damp_c + h2o_c --> dad_2_c + pi_c,-16.7945430236,-33.9093805584,-2.8,-6.9
damp_p + h2o_p --> dad_2_p + pi_p,-16.7945430236,-33.9093805584,-2.8,-6.9
amp_c + h2o_c --> adn_c + pi_c,-14.1950866682,-31.3099242029,-2.8,-6.9
amp_p + h2o_p --> adn_p + pi_p,-14.1950866682,-31.3099242029,-2.8,-6.9
dgmp_c + h2o_c --> dgsn_c + pi_c,-14.4436888547,-31.5585263895,-2.8,-6.9
dgmp_p + h2o_p --> dgsn_p + pi_p,-14.4436888547,-31.5585263895,-2.8,-6.9
gmp_c + h2o_c --> gsn_c + pi_c,-5.86632227484,-22.9811598096,-2.8,-6.9
gmp_p + h2o_p --> gsn_p + pi_p,-5.86632227484,-22.9811598096,-2.8,-6.9
atp_c + h2o_c --> adp_c + h_c + pi_c,-26.3975151234,-43.5123526581,-6.6,-10.7
h2o_c + itp_c --> h_c + idp_c + pi_c,-30.1151592299,-47.2299967646,-6.6,-10.7
ditp_c + h2o_c --> didp_c + h_c + pi_c,-29.0317544011,-46.1465919358,-6.6,-10.7
h2o_c + xtp_c --> h_c + pi_c + xdp_c,-29.0315112072,-46.1463487419,-6.6,-10.7
gtp_c + h2o_c --> gdp_c + h_c + pi_c,-23.9257139967,-41.0405515314,-6.9,-11
gtp_p + h2o_p --> gdp_p + h_p + pi_p,-23.9257139967,-41.0405515314,-6.9,-11
ctp_c + h2o_c --> cdp_c + h_c + pi_c,-25.9324150992,-43.0472526339,-6.9,-11
dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,-39.8484271005,-56.9632646352,-8.2,-12.3
ditp_c + h2o_c --> dimp_c + h_c + ppi_c,-39.6843362818,-56.7991738166,5.6,1.5
h2o_c + xtp_c --> h_c + ppi_c + xmp_c,-39.6804879412,-56.7953254759,-8,-12.1
gtp_c + h2o_c --> gmp_c + h_c + ppi_c,-31.1273804226,-48.2422179574,-8.2,-12.3
dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,-38.1990609382,-55.3138984729,-8,-12.1
ctp_c + h2o_c --> cmp_c + h_c + ppi_c,-33.334566886,-50.4494044207,-8.2,-12.3
datp_c + h2o_c --> damp_c + h_c + ppi_c,-39.6914159098,-56.8062534445,-8,-12.1
atp_c + h2o_c --> amp_c + h_c + ppi_c,-34.4545428534,-51.5693803881,-8,-12.1
dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,-36.7390900208,-53.8539275555,-8,-12.1
h2o_c + utp_c --> h_c + ppi_c + ump_c,-29.5176824186,-46.6325199533,-8,-12.1
h2o_c + itp_c --> h_c + imp_c + ppi_c,-8.21137608298,-25.3262136177,-8,-12.1
h_c + oaa_c --> co2_c + pyr_c,-17.3284501177,-34.4432876525,-5.1,-9.2
2obut_c + coa_c --> for_c + ppcoa_c,-2.16566682946,-2.16566682946,-5.1,-5.1
cbp_c + orn_c <=> citr__L_c + h_c + pi_c,-28.9106781966,-28.9106781966,-9.3,-9.3
frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,-364.525513601,-364.525513601,-66.6,-66.6
glu__L_c + ohpb_c <=> akg_c + phthr_c,9.63190029938,9.63190029938,0,0
3c4mop_c + h_c --> 4mop_c + co2_c,-19.4151585337,-36.5299960684,-3.3,-7.4
h_c + orot5p_c --> co2_c + ump_c,-29.8786085927,-46.9934461274,-1.9,-6
h2o_c + op4en_c --> 4h2opntn_c,-0.715184130548,-0.715184130548,-8,-8
3ophb_c + h_c --> 2oph_c + co2_c,-11.0070147196,-28.1218522544,-0.3,-4.4
2oph_c + 0.5 o2_c --> 2ohph_c,-211.358159931,-199.207659843,-41.4,-38.5
2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,-34.1869542835,-68.4166293529,0,-8.2
h_c + orn_c --> co2_c + ptrc_c,-44.0479555507,-61.1627930854,-3.3,-7.4
atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,-26.3975151234,-43.5123526581,-6.6,-14.2
orot5p_c + ppi_c <=> orot_c + prpp_c,-14.4084027428,-14.4084027428,3.2,3.2
oxur_c + pi_c --> cbp_c + oxam_c,8.03162448697,8.03162448697,-5.9,-5.9
1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,-55.1600902561,-55.1600902561,5.4,5.4
1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,-52.0325105589,-52.0325105589,1.3,1.3
atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,-71.6663826575,-71.6663826575,-2.4,-2.4
ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,-41.3834709296,-41.3834709296,-7.6,-7.6
udcpp_c + ugmda_c --> uagmda_c + ump_c,2.66088727448,2.66088727448,0,0
paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,-34.1528384656,-51.2676760003,Not calculated,Not calculated
camp_c + h2o_c --> amp_c + h_c,-41.4976747411,-41.4976747411,-8.4,-8.4
coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,-35.319678778,-35.319678778,-8.3,-8.3
nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,22.4886960921,22.4886960921,3.9,3.9
o2_c + pdx5p_c --> h2o2_c + pydx5p_c,-110.943648854,-103.757486213,-27.9,-26.3
dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,-229.173520465,-246.288358,-32.1,-36.2
h2o_c + pdx5p_c --> pi_c + pydxn_c,-17.2574241637,-34.3722616984,-2.8,-6.9
4per_c + nad_c <=> h_c + nadh_c + ohpb_c,20.6955096178,20.6955096178,6.4,6.4
atp_c + f6p_c --> adp_c + fdp_c + h_c,-14.9686100781,-14.9686100781,-3.8,-3.8
atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,-16.8863296975,-16.8863296975,-3.8,-3.8
coa_c + pyr_c --> accoa_c + for_c,-21.2251628138,-21.2251628138,-5.1,-5.1
gam1p_c <=> gam6p_c,-6.82309526278,-6.82309526278,0,0
3pg_c + nad_c --> 3php_c + h_c + nadh_c,34.5814077975,34.5814077975,6.4,6.4
g6p_c <=> f6p_c,2.5275828473,2.5275828473,-0.8,-0.8
3pg_c + atp_c <=> 13dpg_c + adp_c,18.4469813992,18.4469813992,2.8,2.8
6pgl_c + h2o_c --> 6pgc_c + h_c,-20.9275860174,-20.9275860174,-5.1,-5.1
2pglyc_c + h2o_c --> glyclt_c + pi_c,-29.8184109526,-46.9332484873,-2.8,-6.9
2pg_c <=> 3pg_c,-4.22394137839,-4.22394137839,0,0
g1p_c <=> g6p_c,-7.42209392692,-7.42209392692,0,0
atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,-26.3975151234,-43.5123526581,0.1,-10.9
akg_c + phe__L_c <=> glu__L_c + phpyr_c,-0.482877595838,-0.482877595838,0,0
6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p,-56.5073334123,-159.196358621,-16.7,-41.2
atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,-26.3975151234,-43.5123526581,-6.6,-3.7
man1p_c <=> man6p_c,-4.32589472007,-4.32589472007,0,0
5aprbu_c + h2o_c --> 4r5au_c + pi_c,-14.0831550802,-31.1979926149,-2.8,-6.9
4ampm_c + atp_c --> 2mahmp_c + adp_c,-4.05519117381,-4.05519117381,-0.1,-0.1
atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,-7.87096291588,-7.87096291588,-3.8,-3.8
h2o_c + ppi_c --> h_c + 2.0 pi_c,-15.7809111281,-32.8957486628,-5.1,-9.2
adp_c + ppap_c <=> atp_c + ppa_c,-32.1694905392,-32.1694905392,-2.8,-2.8
2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,-109.5416199,-92.4267823655,-15.3,-11.2
co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,-36.7424077756,-36.7424077756,-6.8,-6.8
4ppcys_c + h_c --> co2_c + pan4p_c,-21.0640582175,-38.1788957522,-3.3,-7.4
atp_c + oaa_c --> adp_c + co2_c + pep_c,10.3448926523,-6.76994488245,0.2,-3.9
ppcoa_c + succ_c --> ppa_c + succoa_c,-16.0717895846,-16.0717895846,0,0
h2o_c + ppgpp_c --> gdp_c + ppi_c,-29.0667503348,-46.1815878695,-4.4,-8.5
atp_c + pi_c <=> adp_c + ppi_c,-10.6166039953,-10.6166039953,-1.5,-1.5
r1p_c <=> r5p_c,-13.3719740652,-13.3719740652,0,0
2dr1p_c <=> 2dr5p_c,-28.8868597872,-28.8868597872,0,0
4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,-44.8049494518,-44.8049494518,-7.9,-7.9
h_c + pphn_c --> co2_c + h2o_c + phpyr_c,-72.5440885773,-89.658926112,-27.4,-31.5
h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c,-396.180160042,-371.879159867,-73.8,-68.1
atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,3.8354039119,-13.2794336228,-1.2,-5.3
atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,-23.112786701,-23.112786701,-6.2,-6.2
pran_c --> 2cpr5p_c,-5.84293281573,-5.84293281573,0.5,0.5
prfp_c <=> prlp_c,-5.74458203427,-5.74458203427,0.5,0.5
fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,34.0633505436,34.0633505436,-5.6,-5.6
atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,-26.3975151234,-43.5123526581,-6.6,-10.7
atp_c + r5p_c <=> amp_c + h_c + prpp_c,2.05217423173,2.05217423173,-3.8,-3.8
pep_c + skm5p_c <=> 3psme_c + pi_c,-12.7582395423,-12.7582395423,0.5,0.5
3php_c + glu__L_c --> akg_c + pser__L_c,-11.5077264824,-11.5077264824,0,0
h2o_c + pser__L_c --> pi_c + ser__L_c,-10.4162857443,-27.531123279,-2.8,-6.9
h2o_p + pser__L_p --> pi_p + ser__L_p,-10.4162857443,-27.531123279,-2.8,-6.9
pi_c + ppcoa_c --> coa_c + ppap_c,17.9540623117,17.9540623117,3.8,3.8
accoa_c + pi_c <=> actp_c + coa_c,9.8184986968,9.8184986968,3.8,3.8
h2o_p + thrp_p --> pi_p + thr__L_p,-31.3136235468,-48.4284610815,-2.8,-6.9
atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,-17.3655746843,-17.3655746843,0.4,0.4
akg_c + ptrc_c --> 4abutn_c + glu__L_c,2.23141915375,2.23141915375,-1.1,-1.1
atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,-26.3975151234,-43.5123526581,-6.6,-17.6
adn_c + pi_c <=> ade_c + r1p_c,8.21083790431,8.21083790431,1.9,1.9
dad_2_c + pi_c <=> 2dr1p_c + ade_c,11.2796471631,11.2796471631,1.9,1.9
gsn_c + pi_c <=> gua_c + r1p_c,11.2890641666,11.2890641666,1.8,1.8
dgsn_c + pi_c <=> 2dr1p_c + gua_c,15.7595595064,15.7595595064,1.8,1.8
ins_c + pi_c <=> hxan_c + r1p_c,9.16125766226,9.16125766226,1.8,1.8
din_c + pi_c <=> 2dr1p_c + hxan_c,9.82151724285,9.82151724285,1.8,1.8
pi_c + xtsn_c <=> r1p_c + xan_c,10.8998790859,10.8998790859,1.8,1.8
atp_c + pydam_c --> adp_c + h_c + pyam5p_c,-12.6786593929,-12.6786593929,-3.8,-3.8
atp_c + pydx_c --> adp_c + h_c + pydx5p_c,-14.0411932874,-14.0411932874,-3.8,-3.8
atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,-9.14009095972,-9.14009095972,-3.8,-3.8
h2o_c + pydx5p_c --> pi_c + pydx_c,-12.356321836,-29.4711593707,-2.8,-6.9
adp_c + h_c + pep_c --> atp_c + pyr_c,-27.67334277,-27.67334277,-5.3,-5.3
pi_c + uri_c <=> r1p_c + ura_c,0.520573233354,0.520573233354,1.9,1.9
dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,-224.759296175,-224.759296175,-11.7,-11.7
atp_c + r15bp_c --> adp_c + prpp_c,8.9204267684,8.9204267684,-0.1,-0.1
atp_c + r1p_c --> adp_c + h_c + r15bp_c,-22.7998028671,-22.7998028671,-3.8,-3.8
h2o_c + r5p_c --> pi_c + rib__D_c,0.293529330804,-16.8213082039,-2.8,-6.9
h2o_p + r5p_p --> pi_p + rib__D_p,0.293529330804,-16.8213082039,-2.8,-6.9
atp_c + ribflv_c --> adp_c + fmn_c + h_c,1.59491481764,1.59491481764,-3.8,-3.8
4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,-81.5174978479,-81.5174978479,-13.4,-13.4
2.0 dmlz_c --> 4r5au_c + ribflv_c,-162.726377247,-162.726377247,-38.1,-38.1
atp_c + rib__D_c --> adp_c + h_c + r5p_c,-26.6910444542,-26.6910444542,-3.8,-3.8
atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,-22.7439998273,-22.7439998273,-4.1,-4.1
ru5p__L_c <=> xu5p__D_c,-0.494945609883,-0.494945609883,0,0
rhcys_c --> dhptd_c + hcys__L_c,-12.1365171405,-29.2513546753,-3.8,-7.9
atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c,-26.3975151234,-43.5123526581,-6.6,-10.7
rmn_c <=> rml_c,0.176744012676,0.176744012676,1,1
atp_c + rml_c --> adp_c + h_c + rml1p_c,-2.25096638483,-2.25096638483,-3.8,-3.8
rml1p_c <=> dhap_c + lald__L_c,6.41147578135,-10.7033617534,2.4,-1.7
adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,-44.2670908048,-44.2670908048,Not calculated,Not calculated
gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,-38.31887724,-38.31887724,Not calculated,Not calculated
cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,-40.2982507145,-40.2982507145,Not calculated,Not calculated
trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,-39.4691287881,-39.4691287881,Not calculated,Not calculated
ru5p__D_c <=> xu5p__D_c,-3.37365632599,-3.37365632599,0,0
r5p_c <=> ru5p__D_c,3.63731384325,3.63731384325,0.5,0.5
5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,-14.3563977085,-31.4712352433,-2.8,-6.9
s7p_c --> gmhep7p_c,1.40575941299,1.40575941299,-1,-1
atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c,23.4804151735,6.36557763878,4.7,0.6
h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,-76.9599299703,-86.8886048644,-19.3,-21.7
nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,15.6977424603,15.6977424603,2.2,2.2
pep_c + sbt__D_p --> pyr_c + sbt6p_c,-45.8723871774,-45.8723871774,-9.1,-9.1
h2o_c + sl26da_c --> 26dap_LL_c + succ_c,7.98029383796,-9.13454369676,-0.3,-4.4
akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,0.765787845576,0.765787845576,0,0
accoa_c + ser__L_c <=> acser_c + coa_c,-6.72534473752,-6.72534473752,-3.7,-3.7
h2o_c + sucglu_c --> glu__L_c + succ_c,-2.52591190192,-19.6407494366,-0.3,-4.4
h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c,-39.4281590097,-39.4281590097,-9.4,-9.4
3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,-80.12174874,-80.12174874,-1.4,-1.4
atp_c + skm_c --> adp_c + h_c + skm5p_c,-5.24629837418,-5.24629837418,-3.8,-3.8
cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,-60.182906515,-60.182906515,-7.6,-7.6
akg_c + sucorn_c --> glu__L_c + sucgsa_c,-1.3646346531,-1.3646346531,-1.1,-1.1
accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,-18.7814468176,-18.7814468176,-5.2,-5.2
accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,-18.6847661107,-18.6847661107,-5.2,-5.2
atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,-26.3975151234,-43.5123526581,-6.6,-21.1
h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,-32.9170014136,-32.9170014136,-9.4,-9.4
h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,-31.9375226707,-31.9375226707,-9.2,-9.2
atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,-13.0762173065,-13.0762173065,-2.4,-2.4
2shchc_c --> h2o_c + sucbz_c,-12.7018909363,-12.7018909363,-23.6,-23.6
atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,-1.85636135708,-1.85636135708,-1,-1
pep_c + sucr_p --> pyr_c + suc6p_c,-38.8433951508,-38.8433951508,-9.1,-9.1
atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,-26.3975151234,-43.5123526581,-6.6,-3.7
5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,-129.221618129,-129.221618129,-30,-30
atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,-26.3975151234,-43.5123526581,-6.6,-3.7
altrn_c + nad_c <=> h_c + nadh_c + tagur_c,14.4843767474,14.4843767474,2.2,2.2
g3p_c + s7p_c <=> e4p_c + f6p_c,-0.723093652678,-0.723093652678,-1.7,-1.7
tartr__L_c --> h2o_c + oaa_c,-35.2736056648,-35.2736056648,-8.3,-8.3
atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c,-26.3975151234,-43.5123526581,-6.6,-10.7
h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,-23.0659459794,-40.1807835141,-6.5,-10.6
dtdp4d6dg_c + glu__L_c --> akg_c + dtdp4addg_c,13.7819341194,13.7819341194,3.8,3.8
dtdp4d6dg_c --> dtdp4d6dm_c,-12.3370991338,-12.3370991338,0,0
dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,-7.30277480718,-7.30277480718,-2.9,-2.9
dtdpglu_c --> dtdp4d6dg_c + h2o_c,-46.1935607846,-46.1935607846,-13.8,-13.8
atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,-9.40146145455,-9.40146145455,-3.8,-3.8
tagdp__D_c <=> dhap_c + g3p_c,17.8398552833,0.725017748539,4.2,0.1
2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,0.979478742844,0.979478742844,0.3,-6.1
h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,20.1952284176,20.1952284176,11.8,11.8
h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,-315.314162554,-298.19932502,Not calculated,Not calculated
atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c,-26.3975151234,-43.5123526581,-6.6,-14.2
athr__L_c --> acald_c + gly_c,-2.50467669458,-19.6195142293,3,-1.1
thr__L_c --> acald_c + gly_c,9.88053032939,-7.23430720534,3,-1.1
nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,31.4503536006,31.4503536006,4,4
h2o_c + phom_c --> pi_c + thr__L_c,-28.2651291953,-45.37996673,-4.5,-8.6
atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c,-26.3975151234,-43.5123526581,-6.6,-10.7
r5p_c + xu5p__D_c <=> g3p_c + s7p_c,-2.10155569442,-2.10155569442,1.9,1.9
e4p_c + xu5p__D_c <=> f6p_c + g3p_c,-9.99173151762,-9.99173151762,-1.7,-1.7
atp_c + thymd_c --> adp_c + dtmp_c + h_c,-14.6570488047,-14.6570488047,-3.8,-3.8
pi_c + thymd_c <=> 2dr1p_c + thym_c,4.356550838,4.356550838,1.9,1.9
dump_c + mlthf_c --> dhf_c + dtmp_c,-44.0479036512,-44.0479036512,-16,-16
atp_c + thm_c --> adp_c + h_c + thmmp_c,-5.09605285308,-5.09605285308,-3.8,-3.8
atp_c + thmmp_c --> adp_c + thmpp_c,-3.33156914397,-3.33156914397,-0.1,-0.1
2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,-5.08639471028,-5.08639471028,0.2,0.2
dhap_c <=> g3p_c,5.47211686215,5.47211686215,1.4,1.4
atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c,0.0637297365465,0.0637297365465,-6.6,-6.6
h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,-12.1654430312,-12.1654430312,Not calculated,Not calculated
h2o_c + tre6p_c --> g6p_c + glc__D_c,-9.70157492067,-26.8164124554,-3.3,-7.4
h2o_c + tre6p_c --> pi_c + tre_c,-7.16747389619,-24.2823114309,-2.8,-6.9
g6p_c + udpg_c --> h_c + tre6p_c + udp_c,-15.1644987346,-15.1644987346,-1.4,-1.4
h2o_c + tre_c --> 2.0 glc__D_c,-11.6593812219,-28.7742187567,-3.3,-7.4
h2o_p + tre_p --> 2.0 glc__D_p,-11.6593812219,-28.7742187567,-3.3,-7.4
pep_c + tre_p --> pyr_c + tre6p_c,-46.9033839972,-46.9033839972,-9.1,-9.1
3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,-30.543253192,-30.543253192,-9.3,-9.3
indole_c + ser__L_c --> h2o_c + trp__L_c,-49.7656568782,-32.6508193434,-11.7,-7.6
3ig3p_c --> g3p_c + indole_c,19.2224036861,2.10756615142,2.4,-1.7
2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c,-33.267643373,-33.267643373,-5.4,-5.4
atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c,-26.3975151234,-43.5123526581,-6.6,-7.2
atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c,-26.3975151234,-43.5123526581,0.1,2.9
26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,-24.1487792535,-24.1487792535,-6.2,-6.2
h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p,-26.0042428306,-43.1190803654,-8.4,-12.5
h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p,-28.5903881878,-45.7052257225,-8.4,-12.5
h2o_c + 2.0 nad_c + uacmam_c --> 3.0 h_c + 2.0 nadh_c + uacmamu_c,-17.0361500534,-17.0361500534,-4.1,-4.1
uacgam_c <=> uacmam_c,0.0291025004003,0.0291025004003,0,0
pep_c + uacgam_c --> pi_c + uaccg_c,-12.2653150685,-12.2653150685,0.5,0.5
acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,-0.927294230779,-0.927294230779,0.4,0.4
uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,-13.6674942886,-13.6674942886,-1.4,-1.4
atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,-26.7775708303,-26.7775708303,-6.2,-6.2
ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,-26.3857880389,-26.3857880389,-6.2,-6.2
h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,-61.7382661178,-61.7382661178,-15.8,-15.8
udpg_c <=> udpgal_c,2.94608663262,2.94608663262,0,0
udpgal_c --> udpgalfur_c,4.77639252572,4.77639252572,0.5,0.5
h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p,-26.6913295161,-43.8061670508,-8.4,-12.5
h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,-12.8885388395,-12.8885388395,-4.1,-4.1
h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p,-29.5664975064,-46.6813350412,-8.4,-12.5
h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p,-29.893317155,-47.0081546897,-8.4,-12.5
gal1p_c + udpg_c <=> g1p_c + udpgal_c,-2.87516799034,-2.87516799034,0,0
alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,-28.3688914295,-28.3688914295,-6.3,-6.3
h2o_c + u3aga_c --> ac_c + u3hga_c,-6.97682009698,-24.0916576317,-1.8,-5.9
10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c,4.59197923279,4.59197923279,2.3,2.3
atp_c + ump_c <=> adp_c + udp_c,-5.1497171478,-5.1497171478,-0.1,-0.1
4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,-41.8253788302,-110.284728969,Not calculated,Not calculated
prpp_c + ura_c --> ppi_c + ump_c,-13.6606140505,-13.6606140505,-3.2,-3.2
nad_c + urdglyc_c --> h_c + nadh_c + oxur_c,-8.15341357857,-8.15341357857,6.4,6.4
2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,-94.2262367352,-104.154911629,-41.2,-43.7
atp_c + dump_c <=> adp_c + dudp_c,-0.530456358676,-0.530456358676,-0.1,-0.1
h2o_c + uri_c --> rib__D_c + ura_c,-12.557871501,-29.6727090357,-0.9,-5
gtp_c + uri_c --> gdp_c + h_c + ump_c,-13.9310117939,-13.9310117939,-4.1,-4.1
akg_c + val__L_c <=> 3mob_c + glu__L_c,3.15101735706,3.15101735706,0,0
atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c,-26.3975151234,-43.5123526581,-6.6,-10.7
xu5p__L_c --> ru5p__L_c,-0.8117953862,-0.8117953862,0,0
