reaction formula,dG0_prime,dGm_prime,deltaGpH72,mMdeltaGpH72
2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,-29.2098617262,-46.3246992609,-1.7,-5.8
nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,-489.676053669,-441.074053319,-75.5,-64
nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,-493.09608927,-444.494088919,-75.8,-64.2
sbzcoa_c --> coa_c + dhna_c,-104.325541904,-121.440379439,-15.3,-19.4
dump_c + h2o_c --> duri_c + pi_c,-14.7679937852,-31.8828313199,-2.8,-6.9
h2o_c + xmp_c --> pi_c + xtsn_c,-12.4056594634,-29.5204969981,-2.8,-6.9
h2o_p + xmp_p --> pi_p + xtsn_p,-12.4056594634,-29.5204969981,-2.8,-6.9
h2o_c + imp_c --> ins_c + pi_c,-5.8611712285,-22.9760087632,-2.8,-6.9
h2o_p + imp_p --> ins_p + pi_p,-5.8611712285,-22.9760087632,-2.8,-6.9
dimp_c + h2o_c --> din_c + pi_c,-15.5973232334,-32.7121607681,-16.4,-20.5
dimp_p + h2o_p --> din_p + pi_p,-15.5973232334,-32.7121607681,-16.4,-20.5
dump_p + h2o_p --> duri_p + pi_p,-14.7679937852,-31.8828313199,-2.8,-6.9
h2o_c + ump_c --> pi_c + uri_c,-11.2526934599,-28.3675309946,-2.8,-6.9
h2o_p + ump_p --> pi_p + uri_p,-11.2526934599,-28.3675309946,-2.8,-6.9
dcmp_c + h2o_c --> dcyt_c + pi_c,-16.1107169809,-33.2255545156,-2.8,-6.9
dcmp_p + h2o_p --> dcyt_p + pi_p,-16.1107169809,-33.2255545156,-2.8,-6.9
cmp_c + h2o_c --> cytd_c + pi_c,-15.5848467703,-32.699684305,-2.8,-6.9
cmp_p + h2o_p --> cytd_p + pi_p,-15.5848467703,-32.699684305,-2.8,-6.9
dtmp_c + h2o_c --> pi_c + thymd_c,-12.9562901227,-30.0711276574,-2.8,-6.9
dtmp_p + h2o_p --> pi_p + thymd_p,-12.9562901227,-30.0711276574,-2.8,-6.9
damp_c + h2o_c --> dad_2_c + pi_c,-17.0689360437,-34.1837735784,-2.8,-6.9
damp_p + h2o_p --> dad_2_p + pi_p,-17.0689360437,-34.1837735784,-2.8,-6.9
amp_c + h2o_c --> adn_c + pi_c,-14.4720551891,-31.5868927238,-2.8,-6.9
amp_p + h2o_p --> adn_p + pi_p,-14.4720551891,-31.5868927238,-2.8,-6.9
dgmp_c + h2o_c --> dgsn_c + pi_c,-14.5369795438,-31.6518170785,-2.8,-6.9
dgmp_p + h2o_p --> dgsn_p + pi_p,-14.5369795438,-31.6518170785,-2.8,-6.9
gmp_c + h2o_c --> gsn_c + pi_c,-5.98426130897,-23.0990988437,-2.8,-6.9
gmp_p + h2o_p --> gsn_p + pi_p,-5.98426130897,-23.0990988437,-2.8,-6.9
atp_c + h2o_c --> adp_c + h_c + pi_c,-28.7657317899,-45.8805693246,-6.6,-10.7
h2o_c + itp_c --> h_c + idp_c + pi_c,-32.4856146615,-49.6004521962,-6.6,-10.7
ditp_c + h2o_c --> didp_c + h_c + pi_c,-31.4021943451,-48.5170318798,-6.6,-10.7
h2o_c + xtp_c --> h_c + pi_c + xdp_c,-31.4021959176,-48.5170334523,-6.6,-10.7
gtp_c + h2o_c --> gdp_c + h_c + pi_c,-26.2581903001,-43.3730278348,-6.9,-11
gtp_p + h2o_p --> gdp_p + h_p + pi_p,-26.2581903001,-43.3730278348,-6.9,-11
ctp_c + h2o_c --> cdp_c + h_c + pi_c,-28.2955894166,-45.4104269513,-6.9,-11
dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,-40.1683981053,-57.28323564,-8.2,-12.3
ditp_c + h2o_c --> dimp_c + h_c + ppi_c,-40.0989378084,-57.2137753431,5.6,1.5
h2o_c + xtp_c --> h_c + ppi_c + xmp_c,-40.093177469,-57.2080150037,-8,-12.1
gtp_c + h2o_c --> gmp_c + h_c + ppi_c,-31.4720383751,-48.5868759098,-8.2,-12.3
dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,-38.5647411683,-55.679578703,-8,-12.1
ctp_c + h2o_c --> cmp_c + h_c + ppi_c,-33.7198044185,-50.8346419532,-8.2,-12.3
datp_c + h2o_c --> damp_c + h_c + ppi_c,-40.1027256181,-57.2175631528,-8,-12.1
atp_c + h2o_c --> amp_c + h_c + ppi_c,-34.863720947,-51.9785584818,-8,-12.1
dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,-38.535492625,-55.6503301597,-8,-12.1
h2o_c + utp_c --> h_c + ppi_c + ump_c,-31.3473516608,-48.4621891955,-8,-12.1
h2o_c + itp_c --> h_c + imp_c + ppi_c,-8.62376931333,-25.7386068481,-8,-12.1
h_c + oaa_c --> co2_c + pyr_c,-18.635536767,-35.7503743018,-5.1,-9.2
2obut_c + coa_c --> for_c + ppcoa_c,-2.29271021234,-2.29271021234,-5.1,-5.1
cbp_c + orn_c <=> citr__L_c + h_c + pi_c,-31.5674617832,-31.5674617832,-9.3,-9.3
frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,-356.189530947,-356.189530947,-66.6,-66.6
glu__L_c + ohpb_c <=> akg_c + phthr_c,8.51615169363,8.51615169363,0,0
3c4mop_c + h_c --> 4mop_c + co2_c,-20.7218154453,-37.83665298,-3.3,-7.4
h_c + orot5p_c --> co2_c + ump_c,-33.5842343931,-50.6990719279,-1.9,-6
h2o_c + op4en_c --> 4h2opntn_c,-0.715171852131,-0.715171852131,-8,-8
3ophb_c + h_c --> 2oph_c + co2_c,-11.0984066732,-28.2132442079,-0.3,-4.4
2oph_c + 0.5 o2_c --> 2ohph_c,-211.357963764,-199.207463676,-41.4,-38.5
2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,-37.6218085726,-71.851483642,0,-8.2
h_c + orn_c --> co2_c + ptrc_c,-41.6807225073,-58.7955600421,-3.3,-7.4
atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,-28.7657317899,-45.8805693246,-6.6,-14.2
orot5p_c + ppi_c <=> orot_c + prpp_c,-14.1330254111,-14.1330254111,3.2,3.2
oxur_c + pi_c --> cbp_c + oxam_c,8.86648503948,8.86648503948,-5.9,-5.9
1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,-53.8453390143,-53.8453390143,5.4,5.4
1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,-55.8519537832,-55.8519537832,1.3,1.3
atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,-72.1892354457,-72.1892354457,-2.4,-2.4
ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,-41.7943646881,-41.7943646881,-7.6,-7.6
udcpp_c + ugmda_c --> uagmda_c + ump_c,3.86523437067,3.86523437067,0,0
paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,-33.7402089244,-50.8550464591,Not calculated,Not calculated
camp_c + h2o_c --> amp_c + h_c,-40.2996251081,-40.2996251081,-8.4,-8.4
coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,-34.0863656325,-34.0863656325,-8.3,-8.3
nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,24.3282422788,24.3282422788,3.9,3.9
o2_c + pdx5p_c --> h2o2_c + pydx5p_c,-110.405481496,-103.219318855,-27.9,-26.3
dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,-228.219935999,-245.334773534,-32.1,-36.2
h2o_c + pdx5p_c --> pi_c + pydxn_c,-17.3295452921,-34.4443828268,-2.8,-6.9
4per_c + nad_c <=> h_c + nadh_c + ohpb_c,22.0724870987,22.0724870987,6.4,6.4
atp_c + f6p_c --> adp_c + fdp_c + h_c,-12.3100276829,-12.3100276829,-3.8,-3.8
atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,-14.2277473023,-14.2277473023,-3.8,-3.8
coa_c + pyr_c --> accoa_c + for_c,-21.2101601602,-21.2101601602,-5.1,-5.1
gam1p_c <=> gam6p_c,-6.74066018745,-6.74066018745,0,0
3pg_c + nad_c --> 3php_c + h_c + nadh_c,36.0020760137,36.0020760137,6.4,6.4
g6p_c <=> f6p_c,2.53075859223,2.53075859223,-0.8,-0.8
3pg_c + atp_c <=> 13dpg_c + adp_c,18.6171391634,18.6171391634,2.8,2.8
6pgl_c + h2o_c --> 6pgc_c + h_c,-18.6200351959,-18.6200351959,-5.1,-5.1
2pglyc_c + h2o_c --> glyclt_c + pi_c,-32.4490383715,-49.5638759062,-2.8,-6.9
2pg_c <=> 3pg_c,-4.39578484369,-4.39578484369,0,0
g1p_c <=> g6p_c,-7.42824928013,-7.42824928013,0,0
atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,-28.7657317899,-45.8805693246,0.1,-10.9
akg_c + phe__L_c <=> glu__L_c + phpyr_c,-1.69935319502,-1.69935319502,0,0
6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p,-131.882356163,-234.571381372,-16.7,-41.2
atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,-28.7657317899,-45.8805693246,-6.6,-3.7
man1p_c <=> man6p_c,-4.33205007328,-4.33205007328,0,0
5aprbu_c + h2o_c --> 4r5au_c + pi_c,-14.2966788692,-31.4115164039,-2.8,-6.9
4ampm_c + atp_c --> 2mahmp_c + adp_c,-6.00591696763,-6.00591696763,-0.1,-0.1
atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,-7.99495115473,-7.99495115473,-3.8,-3.8
h2o_c + ppi_c --> h_c + 2.0 pi_c,-18.1171224763,-35.231960011,-5.1,-9.2
adp_c + ppap_c <=> atp_c + ppa_c,-30.0048241265,-30.0048241265,-2.8,-2.8
2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,-109.46436052,-92.3495229848,-15.3,-11.2
co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,-38.1789388884,-38.1789388884,-6.8,-6.8
4ppcys_c + h_c --> co2_c + pan4p_c,-21.2608844025,-38.3757219372,-3.3,-7.4
atp_c + oaa_c --> adp_c + co2_c + pep_c,9.41320709854,-7.70163043618,0.2,-3.9
ppcoa_c + succ_c --> ppa_c + succoa_c,-12.2298369832,-12.2298369832,0,0
h2o_c + ppgpp_c --> gdp_c + ppi_c,-43.8108382477,-60.9256757824,-4.4,-8.5
atp_c + pi_c <=> adp_c + ppi_c,-10.6486093136,-10.6486093136,-1.5,-1.5
r1p_c <=> r5p_c,-13.3781310365,-13.3781310365,0,0
2dr1p_c <=> 2dr5p_c,-28.8416841739,-28.8416841739,0,0
4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,-45.2284782005,-45.2284782005,-7.9,-7.9
h_c + pphn_c --> co2_c + h2o_c + phpyr_c,-73.8509394514,-90.9657769861,-27.4,-31.5
h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c,-397.481389067,-373.180388892,-73.8,-68.1
atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,3.83363223209,-13.2812053026,-1.2,-5.3
atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,-25.679866957,-25.679866957,-6.2,-6.2
pran_c --> 2cpr5p_c,-5.95893470819,-5.95893470819,0.5,0.5
prfp_c <=> prlp_c,-5.66347304065,-5.66347304065,0.5,0.5
fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,31.6158278138,31.6158278138,-5.6,-5.6
atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,-28.7657317899,-45.8805693246,-6.6,-10.7
atp_c + r5p_c <=> amp_c + h_c + prpp_c,6.53648797666,6.53648797666,-3.8,-3.8
pep_c + skm5p_c <=> 3psme_c + pi_c,-11.9222082723,-11.9222082723,0.5,0.5
3php_c + glu__L_c --> akg_c + pser__L_c,-12.7404173826,-12.7404173826,0,0
h2o_c + pser__L_c --> pi_c + ser__L_c,-10.6614636572,-27.7763011919,-2.8,-6.9
h2o_p + pser__L_p --> pi_p + ser__L_p,-10.6614636572,-27.7763011919,-2.8,-6.9
pi_c + ppcoa_c --> coa_c + ppap_c,18.3674471395,18.3674471395,3.8,3.8
accoa_c + pi_c <=> actp_c + coa_c,10.0875119578,10.0875119578,3.8,3.8
h2o_p + thrp_p --> pi_p + thr__L_p,-31.5649531829,-48.6797907176,-2.8,-6.9
atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,-20.9104571699,-20.9104571699,0.4,0.4
akg_c + ptrc_c --> 4abutn_c + glu__L_c,-1.43216800086,-1.43216800086,-1.1,-1.1
atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,-28.7657317899,-45.8805693246,-6.6,-17.6
adn_c + pi_c <=> ade_c + r1p_c,8.53403006424,8.53403006424,1.9,1.9
dad_2_c + pi_c <=> 2dr1p_c + ade_c,11.5487687331,11.5487687331,1.9,1.9
gsn_c + pi_c <=> gua_c + r1p_c,11.6022469098,11.6022469098,1.8,1.8
dgsn_c + pi_c <=> 2dr1p_c + gua_c,16.0059819168,16.0059819168,1.8,1.8
ins_c + pi_c <=> hxan_c + r1p_c,9.45964173751,9.45964173751,1.8,1.8
din_c + pi_c <=> 2dr1p_c + hxan_c,10.0660356283,10.0660356283,1.8,1.8
pi_c + xtsn_c <=> r1p_c + xan_c,11.199516659,11.199516659,1.8,1.8
atp_c + pydam_c --> adp_c + h_c + pyam5p_c,-16.702472654,-16.702472654,-3.8,-3.8
atp_c + pydx_c --> adp_c + h_c + pydx5p_c,-15.7783426731,-15.7783426731,-3.8,-3.8
atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,-11.4361864977,-11.4361864977,-3.8,-3.8
h2o_c + pydx5p_c --> pi_c + pydx_c,-12.9873891168,-30.1022266515,-2.8,-6.9
adp_c + h_c + pep_c --> atp_c + pyr_c,-28.0487438656,-28.0487438656,-5.3,-5.3
pi_c + uri_c <=> r1p_c + ura_c,0.789057933754,0.789057933754,1.9,1.9
dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,-223.760878945,-223.760878945,-11.7,-11.7
atp_c + r15bp_c --> adp_c + prpp_c,8.78070809127,8.78070809127,-0.1,-0.1
atp_c + r1p_c --> adp_c + h_c + r15bp_c,-20.1729713074,-20.1729713074,-3.8,-3.8
h2o_c + r5p_c --> pi_c + rib__D_c,0.0022656728126,-17.1125718619,-2.8,-6.9
h2o_p + r5p_p --> pi_p + rib__D_p,0.0022656728126,-17.1125718619,-2.8,-6.9
atp_c + ribflv_c --> adp_c + fmn_c + h_c,-0.643102824253,-0.643102824253,-3.8,-3.8
4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,-81.6811019795,-81.6811019795,-13.4,-13.4
2.0 dmlz_c --> 4r5au_c + ribflv_c,-162.809410728,-162.809410728,-38.1,-38.1
atp_c + rib__D_c --> adp_c + h_c + r5p_c,-28.7679974627,-28.7679974627,-3.8,-3.8
atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,-24.8914797192,-24.8914797192,-4.1,-4.1
ru5p__L_c <=> xu5p__D_c,-0.494945609883,-0.494945609883,0,0
rhcys_c --> dhptd_c + hcys__L_c,-12.1363886399,-29.2512261747,-3.8,-7.9
atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c,-28.7657317899,-45.8805693246,-6.6,-10.7
rmn_c <=> rml_c,0.176782691913,0.176782691913,1,1
atp_c + rml_c --> adp_c + h_c + rml1p_c,-4.3194604462,-4.3194604462,-3.8,-3.8
rml1p_c <=> dhap_c + lald__L_c,6.40910162153,-10.7057359132,2.4,-1.7
adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,-44.3953201382,-44.3953201382,Not calculated,Not calculated
gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,-38.4728879423,-38.4728879423,Not calculated,Not calculated
cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,-40.435955747,-40.435955747,Not calculated,Not calculated
trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,-39.7426532432,-39.7426532432,Not calculated,Not calculated
ru5p__D_c <=> xu5p__D_c,-3.37365632599,-3.37365632599,0,0
r5p_c <=> ru5p__D_c,3.56684909054,3.56684909054,0.5,0.5
5prdmbz_c + h2o_c --> pi_c + rdmbzi_c,-14.5064792224,-31.6213167572,-2.8,-6.9
s7p_c --> gmhep7p_c,1.38581923626,1.38581923626,-1,-1
atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c,19.4518329347,2.33699539999,4.7,0.6
h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,-76.9592134736,-86.8878883676,-19.3,-21.7
nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,17.0800511508,17.0800511508,2.2,2.2
pep_c + sbt__D_p --> pyr_c + sbt6p_c,-48.4024774845,-48.4024774845,-9.1,-9.1
h2o_c + sl26da_c --> 26dap_LL_c + succ_c,7.96789520753,-9.14694232719,-0.3,-4.4
akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,1.97540585376,1.97540585376,0,0
accoa_c + ser__L_c <=> acser_c + coa_c,-6.73875175695,-6.73875175695,-3.7,-3.7
h2o_c + sucglu_c --> glu__L_c + succ_c,-4.95322091549,-22.0680584502,-0.3,-4.4
h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c,-35.6105593419,-35.6105593419,-9.4,-9.4
3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,-83.8637527917,-83.8637527917,-1.4,-1.4
atp_c + skm_c --> adp_c + h_c + skm5p_c,-5.0225388783,-5.0225388783,-3.8,-3.8
cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,-58.9152583145,-58.9152583145,-7.6,-7.6
akg_c + sucorn_c --> glu__L_c + sucgsa_c,-1.38302809065,-1.38302809065,-1.1,-1.1
accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,-23.2245333998,-23.2245333998,-5.2,-5.2
accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c,-23.0557223208,-23.0557223208,-5.2,-5.2
atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,-28.7657317899,-45.8805693246,-6.6,-21.1
h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,-30.3388706815,-30.3388706815,-9.4,-9.4
h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,-26.9188350807,-26.9188350807,-9.2,-9.2
atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,-9.87720518771,-9.87720518771,-2.4,-2.4
2shchc_c --> h2o_c + sucbz_c,-12.7030368786,-12.7030368786,-23.6,-23.6
atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,-0.592459996184,-0.592459996184,-1,-1
pep_c + sucr_p --> pyr_c + suc6p_c,-41.2959759191,-41.2959759191,-9.1,-9.1
atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,-28.7657317899,-45.8805693246,-6.6,-3.7
5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,-141.112005944,-141.112005944,-30,-30
atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,-28.7657317899,-45.8805693246,-6.6,-3.7
altrn_c + nad_c <=> h_c + nadh_c + tagur_c,15.7871548156,15.7871548156,2.2,2.2
g3p_c + s7p_c <=> e4p_c + f6p_c,-0.691948048914,-0.691948048914,-1.7,-1.7
tartr__L_c --> h2o_c + oaa_c,-35.2699157271,-35.2699157271,-8.3,-8.3
atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c,-28.7657317899,-45.8805693246,-6.6,-10.7
h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,-22.5828887975,-39.6977263322,-6.5,-10.6
dtdp4d6dg_c + glu__L_c --> akg_c + dtdp4addg_c,13.2807388079,13.2807388079,3.8,3.8
dtdp4d6dg_c --> dtdp4d6dm_c,-12.3370991338,-12.3370991338,0,0
dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,-11.0463577496,-11.0463577496,-2.9,-2.9
dtdpglu_c --> dtdp4d6dg_c + h2o_c,-46.1919198776,-46.1919198776,-13.8,-13.8
atp_c + lipidAds_c --> adp_c + h_c + lipidA_c,-6.6445050282,-6.6445050282,-3.8,-3.8
tagdp__D_c <=> dhap_c + g3p_c,13.0626250385,-4.05221249621,4.2,0.1
2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,3.4200356008,3.4200356008,0.3,-6.1
h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,17.6953100055,17.6953100055,11.8,11.8
h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,-315.4420744,-298.327236865,Not calculated,Not calculated
atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c,-28.7657317899,-45.8805693246,-6.6,-14.2
athr__L_c --> acald_c + gly_c,-2.5052277348,-19.6200652695,3,-1.1
thr__L_c --> acald_c + gly_c,9.87997928916,-7.23485824556,3,-1.1
nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,32.7899480516,32.7899480516,4,4
h2o_c + phom_c --> pi_c + thr__L_c,-28.3207128396,-45.4355503743,-4.5,-8.6
atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c,-28.7657317899,-45.8805693246,-6.6,-10.7
r5p_c + xu5p__D_c <=> g3p_c + s7p_c,-2.13321999144,-2.13321999144,1.9,1.9
e4p_c + xu5p__D_c <=> f6p_c + g3p_c,-9.8885581744,-9.8885581744,-1.7,-1.7
atp_c + thymd_c --> adp_c + dtmp_c + h_c,-15.8094416671,-15.8094416671,-3.8,-3.8
pi_c + thymd_c <=> 2dr1p_c + thym_c,4.57288395483,4.57288395483,1.9,1.9
dump_c + mlthf_c --> dhf_c + dtmp_c,-43.655598556,-43.655598556,-16,-16
atp_c + thm_c --> adp_c + h_c + thmmp_c,-9.87354641677,-9.87354641677,-3.8,-3.8
atp_c + thmmp_c --> adp_c + thmpp_c,-6.18284299238,-6.18284299238,-0.1,-0.1
2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,-4.18535713286,-4.18535713286,0.2,0.2
dhap_c <=> g3p_c,5.42135160675,5.42135160675,1.4,1.4
atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c,9.49178384501,9.49178384501,-6.6,-6.6
h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,-15.7794749684,-15.7794749684,Not calculated,Not calculated
h2o_c + tre6p_c --> g6p_c + glc__D_c,-9.70131484771,-26.8161523824,-3.3,-7.4
h2o_c + tre6p_c --> pi_c + tre_c,-7.45849676072,-24.5733342954,-2.8,-6.9
g6p_c + udpg_c --> h_c + tre6p_c + udp_c,-13.4376178795,-13.4376178795,-1.4,-1.4
h2o_c + tre_c --> 2.0 glc__D_c,-11.6593694346,-28.7742069693,-3.3,-7.4
h2o_p + tre_p --> 2.0 glc__D_p,-11.6593694346,-28.7742069693,-3.3,-7.4
pep_c + tre_p --> pyr_c + tre6p_c,-49.3559788947,-49.3559788947,-9.1,-9.1
3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,-30.5147036895,-30.5147036895,-9.3,-9.3
indole_c + ser__L_c --> h2o_c + trp__L_c,-49.7666504135,-32.6518128788,-11.7,-7.6
3ig3p_c --> g3p_c + indole_c,19.2519467241,2.13710918936,2.4,-1.7
2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c,-34.569039134,-34.569039134,-5.4,-5.4
atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c,-28.7657317899,-45.8805693246,-6.6,-7.2
atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c,-28.7657317899,-45.8805693246,0.1,2.9
26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,-29.1164287854,-29.1164287854,-6.2,-6.2
h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p,-24.8445175144,-41.9593550492,-8.4,-12.5
h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p,-27.4306628716,-44.5455004063,-8.4,-12.5
h2o_c + 2.0 nad_c + uacmam_c --> 3.0 h_c + 2.0 nadh_c + uacmamu_c,-11.1828017227,-11.1828017227,-4.1,-4.1
uacgam_c <=> uacmam_c,0.0291025004003,0.0291025004003,0,0
pep_c + uacgam_c --> pi_c + uaccg_c,-11.8466503135,-11.8466503135,0.5,0.5
acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,-3.91668878921,-3.91668878921,0.4,0.4
uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,-11.9105989562,-11.9105989562,-1.4,-1.4
atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,-24.6357992498,-24.6357992498,-6.2,-6.2
ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,-28.7554986914,-28.7554986914,-6.2,-6.2
h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,-65.5038018705,-65.5038018705,-15.8,-15.8
udpg_c <=> udpgal_c,2.94608663262,2.94608663262,0,0
udpgal_c --> udpgalfur_c,4.77638917415,4.77638917415,0.5,0.5
h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p,-25.5363431401,-42.6511806748,-8.4,-12.5
h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,-7.03075322645,-7.03075322645,-4.1,-4.1
h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p,-28.4115111304,-45.5263486651,-8.4,-12.5
h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p,-29.5515673754,-46.6664049101,-8.4,-12.5
gal1p_c + udpg_c <=> g1p_c + udpgal_c,-2.87516799034,-2.87516799034,0,0
alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,-30.6814544428,-30.6814544428,-6.3,-6.3
h2o_c + u3aga_c --> ac_c + u3hga_c,-8.5680262497,-25.6828637844,-1.8,-5.9
10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c,6.41380952418,6.41380952418,2.3,2.3
atp_c + ump_c <=> adp_c + udp_c,-6.64835275902,-6.64835275902,-0.1,-0.1
4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,-69.082019631,-137.54136977,Not calculated,Not calculated
prpp_c + ura_c --> ppi_c + ump_c,-17.5584423611,-17.5584423611,-3.2,-3.2
nad_c + urdglyc_c --> h_c + nadh_c + oxur_c,-6.15872162682,-6.15872162682,6.4,6.4
2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,-93.8472228033,-103.775897697,-41.2,-43.7
atp_c + dump_c <=> adp_c + dudp_c,-2.05029840187,-2.05029840187,-0.1,-0.1
h2o_c + uri_c --> rib__D_c + ura_c,-12.5868074299,-29.7016449646,-0.9,-5
gtp_c + uri_c --> gdp_c + h_c + ump_c,-15.0054968402,-15.0054968402,-4.1,-4.1
akg_c + val__L_c <=> 3mob_c + glu__L_c,1.93465729909,1.93465729909,0,0
atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c,-28.7657317899,-45.8805693246,-6.6,-10.7
xu5p__L_c --> ru5p__L_c,-0.8117953862,-0.8117953862,0,0
